iter	MultiClass
0	0.9275914852
1	0.7949671525
2	0.7022492574
3	0.6134097704
4	0.5484008992
5	0.4924421559
6	0.4368427419
7	0.3942812352
8	0.3531259892
9	0.3161966225
10	0.2852419887
11	0.2586680289
12	0.235384433
13	0.2174611359
14	0.197577918
15	0.1787441286
16	0.1625986935
17	0.1487737446
18	0.1356060099
19	0.1245733735
20	0.1137409845
21	0.1050466028
22	0.09674020722
23	0.08906087242
24	0.08149493787
25	0.07541801574
26	0.0701192728
27	0.0645909494
28	0.06006731259
29	0.05574558096
30	0.05168578639
31	0.04853803833
32	0.04518725092
33	0.04171892744
34	0.03914169485
35	0.03616919382
36	0.03346827518
37	0.03147138346
38	0.02979988986
39	0.028320761
40	0.02695453678
41	0.02558464045
42	0.02392029996
43	0.02243779604
44	0.02113188602
45	0.02001914822
46	0.01890386175
47	0.01791624965
48	0.01714739084
49	0.01647848244
50	0.01601387938
51	0.01518125381
52	0.0145569552
53	0.01390890797
54	0.01332248179
55	0.01279961144
56	0.01237238205
57	0.01187307884
58	0.01134259174
59	0.0109437959
60	0.01069733557
61	0.01016423375
62	0.009778788409
63	0.009500515732
64	0.009245292154
65	0.008968449943
66	0.008642778963
67	0.008369177834
68	0.00812864399
69	0.007811920512
70	0.007546672882
71	0.00725248171
72	0.006934636835
73	0.006749761258
74	0.006565069687
75	0.006355129774
76	0.006168153184
77	0.005975782639
78	0.005775920839
79	0.005575570105
80	0.005388428074
81	0.005212325228
82	0.005019691164
83	0.004888441253
84	0.004736665689
85	0.004588456496
86	0.004455857443
87	0.004330258156
88	0.004210482601
89	0.004101462442
90	0.003993744147
91	0.003891303324
92	0.003793788299
93	0.003700875761
94	0.003612268157
95	0.003527691352
96	0.003446892519
97	0.00336963824
98	0.003295712794
99	0.003224916606
100	0.003157064854
101	0.003091986206
102	0.003021389845
103	0.002961645533
104	0.002904217623
105	0.002848979188
106	0.002795811986
107	0.002741651133
108	0.002692335588
109	0.002644781546
110	0.002598899137
111	0.002554604267
112	0.002511818178
113	0.00247046705
114	0.002430481631
115	0.002391796907
116	0.002354351788
117	0.002318088833
118	0.002282953985
119	0.002248896338
120	0.002215867915
121	0.002183823469
122	0.002152720295
123	0.002117648228
124	0.002088425601
125	0.002056478931
126	0.002028933451
127	0.001998775504
128	0.001972769125
129	0.001944256162
130	0.001919665231
131	0.001892864589
132	0.001866822742
133	0.001844165578
134	0.001822074052
135	0.001800527292
136	0.001779505428
137	0.001758989525
138	0.001738961537
139	0.001716797377
140	0.001697735484
141	0.001679111007
142	0.001660416332
143	0.001640221447
144	0.001622842607
145	0.001605845326
146	0.001589217112
147	0.001572946007
148	0.001554964714
149	0.001539402384
150	0.001524163486
151	0.001509237966
152	0.001494616178
153	0.001480288862
154	0.001466247134
155	0.001452482457
156	0.001438986632
157	0.001425751776
158	0.001412770311
159	0.001400034948
160	0.001387538675
161	0.001375274741
162	0.001363236647
163	0.001351418133
164	0.001339813167
165	0.001326664425
166	0.001315491071
167	0.001303206079
168	0.001290782102
169	0.001280214355
170	0.001269827139
171	0.001259615799
172	0.001250241263
173	0.001240359267
174	0.001230640274
175	0.001221080219
176	0.001211675171
177	0.001202421328
178	0.001193351093
179	0.001182947424
180	0.001174130811
181	0.001165451452
182	0.00115690611
183	0.001147135254
184	0.001138863124
185	0.001130715614
186	0.001122689877
187	0.001114783152
188	0.001105717144
189	0.001098053623
190	0.001090501076
191	0.001081831966
192	0.001074506438
193	0.001067284554
194	0.001058986524
195	0.001051976879
196	0.001045064183
197	0.001037232678
198	0.001029405006
199	0.001021700621
200	0.001015185601
201	0.0010087574
202	0.001002414258
203	0.0009961544618
204	0.0009899763453
205	0.0009838782859
206	0.0009765808195
207	0.0009706534438
208	0.0009648012214
209	0.0009590227009
210	0.0009533164685
211	0.0009476811466
212	0.0009421153926
213	0.0009354001422
214	0.0009290365696
215	0.0009228118865
216	0.0009175404534
217	0.0009123318945
218	0.0009071899022
219	0.0009021036229
220	0.0008962379913
221	0.0008911902669
222	0.0008862827584
223	0.0008814316802
224	0.0008755647648
225	0.0008708350892
226	0.0008661587477
227	0.0008615348222
228	0.0008564541559
229	0.0008519351458
230	0.0008474658982
231	0.0008430455765
232	0.0008386733627
233	0.0008336421756
234	0.0008293691537
235	0.0008251418248
236	0.0008204854439
237	0.0008163497459
238	0.0008115577308
239	0.0008075133611
240	0.000803511028
241	0.0007986522904
242	0.0007942946263
243	0.0007897890531
244	0.0007853101576
245	0.0007808848747
246	0.0007771449966
247	0.0007737128662
248	0.0007699550496
249	0.0007663210375
250	0.0007619041816
251	0.0007583487682
252	0.0007548279382
253	0.0007513411773
254	0.0007478879815
255	0.000744482815
256	0.0007410951661
257	0.0007377396329
258	0.000733804836
259	0.0007297672157
260	0.0007259181868
261	0.0007227010275
262	0.0007195135629
263	0.0007163791027
264	0.0007132495589
265	0.0007101484809
266	0.0007070754727
267	0.0007034908089
268	0.0006999169505
269	0.0006969327035
270	0.0006939749406
271	0.0006911430988
272	0.0006871849164
273	0.0006843094024
274	0.0006814589323
275	0.0006792887461
276	0.0006759838392
277	0.0006724300745
278	0.0006696164061
279	0.0006663840584
280	0.000663680354
281	0.0006604155491
282	0.0006577618534
283	0.0006551303494
284	0.0006525207529
285	0.0006499327848
286	0.0006475828357
287	0.000644730671
288	0.0006422053588
289	0.0006392568077
290	0.0006367748423
291	0.0006338539799
292	0.0006314144411
293	0.0006285667123
294	0.0006261139297
295	0.0006237336466
296	0.0006213721825
297	0.0006189681773
298	0.0006166426101
299	0.0006139299974
300	0.0006116837922
301	0.0006094129777
302	0.0006071596941
303	0.0006045898404
304	0.00060237329
305	0.0006001736332
306	0.000597990673
307	0.0005958242151
308	0.0005932706029
309	0.0005911386959
310	0.0005890227082
311	0.0005869224577
312	0.0005849951614
313	0.0005829246306
314	0.0005808693203
315	0.000578829059
316	0.0005768036781
317	0.0005744541025
318	0.0005726109943
319	0.0005706296672
320	0.0005682098562
321	0.000566297735
322	0.0005645097915
323	0.0005625860606
324	0.0005609505415
325	0.0005586858668
326	0.0005568022519
327	0.0005549318113
328	0.000553074404
329	0.000551229891
330	0.0005493981351
331	0.0005472257694
332	0.0005454596904
333	0.0005433197296
334	0.000541580326
335	0.0005398117721
336	0.0005377166606
337	0.0005359735446
338	0.0005342421464
339	0.0005321905767
340	0.0005301556431
341	0.0005284617572
342	0.0005264715463
343	0.0005244816799
344	0.0005229934496
345	0.0005210458336
346	0.0005190982988
347	0.0005174742373
348	0.0005159874758
349	0.0005143834912
350	0.000512789843
351	0.0005112064293
352	0.0005092675118
353	0.0005077065064
354	0.0005062779516
355	0.0005043935599
356	0.0005025673669
357	0.0005010479536
358	0.0004992606046
359	0.0004977613048
360	0.0004962713316
361	0.0004947905962
362	0.0004930340515
363	0.0004913869799
364	0.0004901153982
365	0.0004886709212
366	0.0004872352624
367	0.0004855470772
368	0.0004841298737
369	0.0004828329429
370	0.0004811755492
371	0.0004795171158
372	0.0004782319503
373	0.000476857568
374	0.0004752834134
375	0.0004740353346
376	0.0004726856528
377	0.0004713439252
378	0.0004700100801
379	0.0004686840468
380	0.000467365755
381	0.0004660551356
382	0.000464954562
383	0.0004634046168
384	0.0004621163666
385	0.0004607095026
386	0.0004596232074
387	0.000458504229
388	0.0004574314441
389	0.0004561767122
390	0.0004549290981
391	0.0004534009619
392	0.0004521555511
393	0.0004509300996
394	0.0004494720573
395	0.0004480239862
396	0.0004466401297
397	0.0004452105421
398	0.0004440224619
399	0.0004428409377
400	0.0004416659141
401	0.000440531947
402	0.0004393695338
403	0.0004380085154
404	0.0004368594096
405	0.0004357165359
406	0.000434499733
407	0.0004336330861
408	0.0004322855121
409	0.0004309467991
410	0.0004299508191
411	0.0004286269061
412	0.0004273219167
413	0.0004262281014
414	0.0004249278328
415	0.0004238463195
416	0.0004225608715
417	0.0004214914507
418	0.0004204276254
419	0.0004193693507
420	0.0004183165823
421	0.0004174504093
422	0.0004162130794
423	0.0004151761517
424	0.0004141469451
425	0.0004132047789
426	0.0004119831518
427	0.0004109315021
428	0.0004099612079
429	0.0004089550101
430	0.0004079539177
431	0.0004067637011
432	0.0004056733058
433	0.0004048642538
434	0.0004037018892
435	0.0004027260771
436	0.0004017551421
437	0.0004008688216
438	0.0003999070717
439	0.000399294404
440	0.0003981548835
441	0.0003970222393
442	0.0003960786439
443	0.0003948607003
444	0.0003937471603
445	0.000392640258
446	0.0003915039519
447	0.0003905863326
448	0.00038967316
449	0.000388764401
450	0.0003877984862
451	0.0003870891054
452	0.0003860278136
453	0.000385210111
454	0.0003843220344
455	0.0003831332893
456	0.000382093954
457	0.0003812201281
458	0.0003801505946
459	0.0003791192899
460	0.0003782591844
461	0.0003772383356
462	0.0003765662511
463	0.000375788989
464	0.0003749440344
465	0.0003739104081
466	0.0003730741271
467	0.0003722417118
468	0.0003714131348
469	0.0003704475954
470	0.0003697376519
471	0.0003689201968
472	0.0003680013154
473	0.000367034838
474	0.0003660454361
475	0.0003650893328
476	0.0003641111107
477	0.0003631726328
478	0.0003624505912
479	0.0003616650426
480	0.0003607319458
481	0.000360019957
482	0.0003592449929
483	0.0003582505496
484	0.0003575486708
485	0.0003567842707
486	0.0003557624764
487	0.0003550057155
488	0.0003542522813
489	0.000353393173
490	0.0003525020921
491	0.000351759338
492	0.0003508766549
493	0.000350140761
494	0.0003494080562
495	0.0003485845394
496	0.0003477249123
497	0.000347152355
498	0.0003463627211
499	0.0003457070926
